Campaign ID,Campaign Name,Campaign Code,Code Used,Code Quota,Campaign Start Date,Campaign End Date,Promo Duration
223,PDP Juli - GRAB,GRABJULI,42,"1,000","July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
572,DOKUGAMES,DOKULIFEAFTER,3,"1,000","January 6, 2020, 00:00","February 29, 2020, 23:59",54 days
926,SOBAT PEJUANG DOKU,BBWPEJUANG,3,100,"August 17, 2024, 00:00","September 17, 2024, 23:59",31 days
770,CEBAN,CEBANAPRILGAMES2022,179,750,"March 25, 2022, 00:00","April 10, 2022, 23:59",16 days
13,Promoo1,Promoo1,1,2,"December 30, 2015, 00:00","December 30, 2015, 23:59",0 days
333,DOKU Spotify Ceban,SPOTIFYCEBANJAN,1,500,"February 8, 2018, 00:00","February 24, 2018, 23:59",16 days
600,CEBAN,CEBANTAGIHAN03,497,500,"March 25, 2020, 00:00","April 10, 2020, 23:59",16 days
270,Pasar GENIT x bonusDOKU - JOOX,BONUSJOOX,0,200,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
64,Test XL,DK200,1,2,"March 15, 2016, 00:00","March 16, 2016, 23:59",1 days
775,MARHABANDOKU,CahyaDiRailink,8,100,"April 18, 2022, 00:00","May 18, 2022, 23:59",30 days
456,DOKU X TELKOMSEL,DOKUTELKOMSEL,52,"1,000","November 25, 2018, 00:00","December 10, 2018, 23:59",15 days
615,HAPPYDIRUMAH,HAPPYDIRUMAHCAKDAN,1,50,"March 27, 2020, 00:00","April 13, 2020, 23:59",17 days
635,testhypermart1,testhypermart11,0,100,"April 28, 2020, 00:00","April 30, 2020, 23:59",2 days
49,ENSOGO DOKU,DOKUGO,391,"1,000","February 17, 2016, 00:00","August 17, 2016, 23:59",182 days
106,DOKU MOX,DOKUMOX,3,"5,000","June 13, 2016, 00:00","July 31, 2016, 23:59",48 days
173,DOKUBOLNASALFA,DOKUBOLNASALFA,100,100,"December 12, 2016, 00:00","December 14, 2016, 23:59",2 days
468,DOKU CEBAN ,MUSICEBAN1,43,500,"January 25, 2019, 00:00","February 10, 2019, 23:59",16 days
580,ANGPAO DOKU 2020 ,ANGPAOGAMERS,0,"1,000","January 24, 2020, 00:00","March 10, 2020, 23:59",46 days
42,DOKU ANGPAO,DOANG,500,500,"February 9, 2016, 00:00","February 29, 2016, 23:59",20 days
735,CEBAN,CEBANMUSICOCT,5,250,"October 25, 2021, 00:00","November 10, 2021, 23:59",16 days
401,DOKU NOBAR ,NOBARDOKU,29,"1,000","May 15, 2018, 00:00","May 31, 2018, 23:59",16 days
406,DOKU CEBAN TAGIHAN ,TAGIHANCEBAN6,191,250,"June 25, 2018, 00:00","July 10, 2018, 23:59",15 days
820,KAMSIADOKU,TSICNY,0,200,"January 20, 2023, 00:00","February 20, 2023, 23:59",31 days
514,Thank DOKU its Friday,TDIFMOVIE4,37,500,"June 21, 2019, 00:00","June 23, 2019, 23:59",2 days
537,GOBAN,GOBANSERU,0,100,"August 26, 2019, 00:00","August 31, 2019, 23:59",5 days
196,Air Asia NgetripHoki,AANGETRIPHOKI100,26,475,"March 27, 2017, 00:00","April 30, 2017, 23:59",34 days
529,DOKU CEBAN ,CEBANTAGIHAN7,135,500,"July 25, 2019, 00:00","August 10, 2019, 23:59",16 days
778,CEBAN,CahyaDiGame,488,500,"April 25, 2022, 00:00","May 10, 2022, 23:59",15 days
34,Voucherr,Voucherr,1,2,"January 11, 2016, 00:00","January 15, 2016, 23:59",4 days
894,JEMPOLAN,DOKUJEMPOLANUNIPIN,250,250,"December 20, 2023, 00:00","January 31, 2024, 23:59",42 days
266,Indosat Pulsa,ISATPLS150,2,100,"October 23, 2017, 00:00","December 31, 2017, 23:59",69 days
343,TESTGTUNES 1,TESTGTUNES,0,20,"February 25, 2018, 00:00","February 28, 2018, 23:59",3 days
280,Pasar GENIT x bonusDOKU - Citilink,BONUSCITILINK,0,50,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
224,PDPJuli - KAI,KAIJULI,1,100,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
260,testing 3,testing3,0,20,"October 1, 2017, 00:00","October 31, 2017, 23:59",30 days
674,CEBAN,CEBANMUSICDECEMBER,5,250,"December 25, 2020, 00:00","January 10, 2021, 23:59",16 days
685,DOKU CEBAN,MUSICNYACEBAN,4,250,"March 25, 2021, 00:00","April 10, 2021, 23:59",16 days
302,Jakcloth Book My Show,JAKCLOTHBMS,0,100,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
918,CEBAN,CEBANTAGIHAN77,"1,499","1,500","July 25, 2024, 00:00","August 10, 2024, 23:59",16 days
932,CEBAN,CEBANUNIPIN008,725,750,"August 25, 2024, 00:00","September 10, 2024, 23:59",16 days
172,DOKUBOLNAS,DOKUBOLNAS,15,"1,400","December 12, 2016, 00:00","December 14, 2016, 23:59",2 days
418,CEBAN KEMBALI LAGI ,TAGIHANCEBAN8,248,250,"August 25, 2018, 00:00","September 10, 2018, 23:59",16 days
220,PDPJuli - Spotify,SPOTIFYJULI,10,200,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
598,CEBAN,PULSACEBAN3,479,500,"March 25, 2020, 00:00","April 10, 2020, 23:59",16 days
290,Pasar GENIT x bonusDOKU - Minimal,BONUSMINIMAL,0,250,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
492,DOKU CEBAN,MUSICEBAN4,0,250,"April 25, 2019, 00:00","May 10, 2019, 23:59",15 days
793,PROKLAMASI,TSIPROKLAMASI,0,250,"August 17, 2022, 00:00","August 31, 2022, 23:59",14 days
687,DOKU CEBAN,PULSANYACEBAN,285,750,"March 25, 2021, 00:00","April 10, 2021, 23:59",16 days
788,CEBAN,CEBANTAGIHAN8,727,750,"July 25, 2022, 00:00","August 10, 2022, 23:59",16 days
398,DIORAMA KFC,KFCDIORAMA ,0,"1,250","May 7, 2018, 00:00","June 19, 2018, 23:59",43 days
480,DOKU CEBAN,CEBANPULSA3,234,500,"March 25, 2019, 00:00","April 10, 2019, 23:59",16 days
908,TestingBnetfit,TestBnet27,0,20,"March 27, 2024, 00:00","March 28, 2024, 23:59",1 days
569,CEBAN DESEMBER,CEBANMUSIC12,18,250,"December 25, 2019, 00:00","January 10, 2020, 23:59",16 days
249,Bonus Digital Content,BONUSDIGI,6,"1,000","August 15, 2017, 00:00","September 30, 2017, 23:59",46 days
279,Pasar GENIT x bonusDOKU - OrangeTV,BONUSORANGETV,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
316,Harbolnas DOKU 50K,DOKUBOLNAS50,13,750,"December 12, 2017, 00:00","December 31, 2017, 23:59",19 days
919,CEBAN,CEBANUNIPIN77,706,750,"July 25, 2024, 00:00","August 10, 2024, 23:59",16 days
414,DOKU HEMAT ,DOKUHEMAT30,2,100,"July 1, 2018, 00:00","August 31, 2018, 23:59",61 days
832,CEBAN,CEBANTAGIHANTIGA,"1,488","1,500","February 25, 2023, 00:00","March 10, 2023, 23:59",13 days
585,CEBAN,CEBANTAGIHAN1,81,500,"January 25, 2020, 00:00","January 10, 2020, 23:59",-14 days
699,CEBAN,CEBANTAGIHANMEI,748,750,"May 25, 2021, 00:00","June 10, 2021, 23:59",16 days
325,DOKU Billers CEBAN,BILLERCEBAN,10,"1,000","January 25, 2018, 00:00","February 5, 2018, 23:59",11 days
391,KFC test promo,KFCTEST,0,100,"May 2, 2018, 00:00","May 5, 2018, 23:59",3 days
623,TESTALFAC,TESTALFAC,0,5,"April 2, 2020, 00:00","April 4, 2020, 23:59",2 days
638,MARHABAN DOKU ,MARHABANSEHAT,0,250,"May 18, 2020, 00:00","June 18, 2020, 23:59",31 days
511,DOKU CEBAN,CEBANTAGIHAN5,100,500,"May 25, 2019, 00:00","June 10, 2019, 23:59",16 days
61,TEST SIMPATI,AKBAR25,0,8,"March 14, 2016, 00:00","March 15, 2016, 23:59",1 days
751,LORDOKU,UNIPINLORDOKUANAKBARU,0,500,"December 27, 2021, 00:00","January 10, 2022, 23:59",14 days
813,CEBAN,CEBANGAMESNOV,"1,492","1,500","November 25, 2022, 00:00","December 10, 2022, 23:59",15 days
724,CEBAN,CEBANMUSIC99,3,250,"September 25, 2021, 00:00","October 10, 2021, 23:59",15 days
258,test bagimu,testvoucher,20,20,"October 1, 2017, 00:00","October 31, 2017, 23:59",30 days
269,Indosat Pulsa 1000,ISATPLS1JUTA,2,100,"October 23, 2017, 00:00","December 31, 2017, 23:59",69 days
366,DOKU PEDAS NINE to NINE,PEDASNINE,1,100,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
454,CEBAN NOVEMBER,MUSICEBAN11,71,300,"November 25, 2018, 00:00","December 10, 2018, 23:59",15 days
706,CEBAN,CEBANCODAJUNI,68,500,"June 25, 2021, 00:00","July 10, 2021, 23:59",15 days
94,SUKA JKT 48,SUKAJKT48,0,200,"May 24, 2016, 00:00","June 5, 2016, 23:59",12 days
860,CEBAN,CEBANGAMEAUG8,"1,181","1,500","July 25, 2023, 00:00","August 10, 2023, 23:59",16 days
876,CEBAN,CEBANUNIPINOCT10,654,750,"September 25, 2023, 00:00","October 10, 2023, 23:59",15 days
1,Test production 1,TESTPROD1,0,100,"December 15, 2015, 00:00","December 18, 2015, 23:59",3 days
542,DREAM,DREAMKLOOK50,3,500,"September 23, 2019, 00:00","October 23, 2019, 23:59",30 days
339,test sinta ,DOKUSINTA,0,2,"February 23, 2018, 00:00","February 24, 2018, 23:59",1 days
198,Salam Al Azhar Milad Grab,SALAMGRAB,16,"1,000","April 6, 2017, 00:00","May 31, 2017, 23:59",55 days
881,TDIF,TDIFUNIPIN10,18,"1,500","September 22, 2023, 00:00","October 10, 2023, 23:59",18 days
417,CEBAN KEMBALI LAGI,SPOTIFYCEBAN8,93,100,"August 25, 2018, 00:00","September 10, 2018, 23:59",16 days
879,MLBB GATCHA,DAPETINGATCHANYA,0,500,"September 20, 2023, 00:00","September 29, 2023, 23:59",9 days
441,test railink,DOKURAILINKTEST,0,20,"September 28, 2018, 00:00","September 30, 2018, 23:59",2 days
60,Test XL 5,JO25,1,6,"March 14, 2016, 00:00","March 15, 2016, 23:59",1 days
39,BREMIWACOAL2,BWC2,2,10,"February 6, 2016, 00:00","February 7, 2016, 23:59",1 days
166,TESTXL 7,TESTXL7,0,1,"November 2, 2016, 00:00","November 3, 2016, 23:59",1 days
482,DOKU CEBAN,CEBANMUSIC3,39,250,"March 25, 2019, 00:00","April 10, 2019, 23:59",16 days
470,ANGPAODOKU,DOKUJOOX25,1,500,"February 5, 2019, 00:00","February 28, 2019, 23:59",23 days
584,CEBAN ,CEBANPULSA1,486,500,"January 25, 2020, 00:00","February 10, 2020, 23:59",16 days
862,TDIF,TDIFBITTIME23,0,100,"August 11, 2023, 00:00","August 20, 2023, 23:59",9 days
910,RAMADANBNET,RAMADANBNETFIT20,2,200,"March 27, 2024, 00:00","April 30, 2024, 23:59",34 days
182,DOKUCODA Valentine 1,CODADOKU45,0,500,"February 20, 2017, 00:00","March 1, 2017, 23:59",9 days
148,testisat25,TESTISAT25,1,2,"September 20, 2016, 00:00","September 21, 2016, 23:59",1 days
408,DOKU CEBAN SPOTIFY,SPOTIFYCEBAN6,63,100,"June 25, 2018, 00:00","July 10, 2018, 23:59",15 days
18,PromoCodeRegister,PromoCodeRegister,2,3,"December 31, 2015, 00:00","January 9, 2016, 23:59",9 days
24,PROMOCODE3,PROMOCODE3,1,2,"January 5, 2016, 00:00","January 5, 2016, 23:59",0 days
288,Pasar GENIT x bonusDOKU - REDDOORZ,BONUSREDDOORZ,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
476,DOKU CEBAN,CEBANMUSIC2,43,250,"February 25, 2019, 00:00","March 10, 2019, 23:59",13 days
812,CEBAN ,CEBANTAGIHANNOV,"1,471","1,500","November 25, 2022, 00:00","December 10, 2022, 23:59",15 days
329,Untung pakeDOKU Lazada,LZDSERU,1,"1,000","February 1, 2018, 00:00","February 28, 2018, 23:59",27 days
483,DOKU CEBAN ,CEBANMOVIE3,33,250,"March 25, 2019, 00:00","April 10, 2019, 23:59",16 days
556,Test Unipin ,testunipin,0,10,"October 23, 2019, 00:00","October 27, 2019, 23:59",4 days
665,CEBAN,CEBANOVEMBER,112,500,"November 25, 2020, 00:00","December 10, 2020, 23:59",15 days
818,CEBAN,GOC12,748,750,"December 25, 2022, 00:00","January 10, 2023, 23:59",16 days
230,PDPJuli - Althea,ALTHEAJULI,8,100,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
313,Harbolnas DOKU Lazada 1212,DOKULZD1212,250,250,"December 12, 2017, 00:00","December 31, 2017, 23:59",19 days
915,CEBAN,CEBANGOCJANUARI,"1,432","1,500","June 25, 2024, 00:00","July 10, 2024, 23:59",15 days
909,RAMADANBNETFIT,RAMADANBNET10,0,200,"March 27, 2024, 00:00","April 30, 2024, 23:59",34 days
346,DOKU PULSA CEBAN FEBUARY,PULSACEBANLAGI,988,"1,000","February 25, 2018, 00:00","March 5, 2018, 23:59",8 days
72,test rl,RLB20,0,30,"April 15, 2016, 00:00","April 21, 2016, 23:59",6 days
160,Test XL,TESTXL1,0,4,"November 2, 2016, 00:00","November 3, 2016, 23:59",1 days
278,Pasar GENIT x bonusDOKU - GENFLIX,BONUSGENFLIX,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
310,Jakcloth Bolt,OBRALBOLT,3,150,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
507,Thank DOKU its Friday,TDIFBMS2,2,100,"May 17, 2019, 00:00","May 19, 2019, 23:59",2 days
494,DOKU CEBAN,CEBANMOVIE4,171,250,"April 25, 2019, 00:00","May 10, 2019, 23:59",15 days
892,CEBAN,DECEMBERJEMPOLANGOC,727,750,"November 25, 2023, 00:00","December 10, 2023, 23:59",15 days
104,testing coda 2,testingcoda2,0,2,"June 9, 2016, 00:00","June 9, 2016, 23:59",0 days
504,DOKU MARHABAN ,DOKUMARHABAN,37,500,"May 6, 2019, 00:00","June 12, 2019, 23:59",37 days
535,GOBAN,PULSAGOBAN,231,250,"August 26, 2019, 00:00","August 31, 2019, 23:59",5 days
215,Lazada Pulsa 100K,LZDPULSA100,250,250,"June 21, 2017, 00:00","September 30, 2017, 23:59",101 days
560,DOKU CEBAN,CEBANPULSA11,479,500,"November 25, 2019, 00:00","December 10, 2019, 23:59",15 days
164,TEST XL 5,TESTXL5,0,2,"November 2, 2016, 00:00","November 3, 2016, 23:59",1 days
472,DOKU CEBAN FEBRUARY ,CEBANPULSA2,213,500,"February 25, 2019, 00:00","March 10, 2019, 23:59",13 days
702,CEBAN,CEBANUNIPINMEI,17,500,"May 25, 2021, 00:00","June 10, 2021, 23:59",16 days
863,TDIF,TDIFBITTIME,248,250,"August 11, 2023, 00:00","August 20, 2023, 23:59",9 days
397,DIORAMA DEZEER,DIORAMADEEZER,0,250,"May 7, 2018, 00:00","June 19, 2018, 23:59",43 days
550,TEST,TEST1234,0,1,"October 17, 2019, 00:00","October 18, 2019, 23:59",1 days
357,DOKU PEDAS SATVRDAYS,PEDASATV,0,300,"March 30, 2018, 00:00","May 1, 2018, 23:59",32 days
922,testgaruda24,testGA24,0,100,"July 29, 2024, 00:00","July 30, 2024, 23:59",1 days
248,Bonus Billers,BONUSBILLER,47,"1,000","August 15, 2017, 00:00","September 4, 2017, 23:59",20 days
410,AYOK GRAB DOKU,DOKUGRAB,500,500,"July 1, 2018, 00:00","August 1, 2018, 23:59",31 days
613,HAPPYDIRUMAH,SARIHAPPYDIRUMAH,1,50,"March 27, 2020, 00:00","April 13, 2020, 23:59",17 days
62,Disc 10%,IJO10,1,1,"March 14, 2016, 00:00","March 15, 2016, 23:59",1 days
403,CEBAN TAGIHAN MEI ,TAGIHANCEBAN5,116,250,"May 25, 2018, 00:00","June 5, 2018, 23:59",11 days
208,DIORAMA TEST,DIORAMATEST,0,10,"June 7, 2017, 00:00","June 30, 2017, 23:59",23 days
785,CEBAN,CEBANJUNIGAME,499,500,"June 25, 2022, 00:00","July 10, 2022, 23:59",15 days
197,PHM NgetripHoki,PHMNGETRIPHOKI100,0,500,"March 27, 2017, 00:00","April 30, 2017, 23:59",34 days
245,Bonus F&B,BONUSFNB,0,500,"August 15, 2017, 00:00","September 4, 2017, 23:59",20 days
606,HAPPYDIRUMAH,HappyCoda,29,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
618,testalfacart1,alfacart1,0,100,"April 2, 2020, 00:00","April 4, 2020, 23:59",2 days
743,CEBAN,CEBANMUSICDEC,1,250,"November 25, 2021, 00:00","December 10, 2021, 23:59",15 days
799,PROMO DOKU,AIRASIADOKU,0,100,"September 1, 2022, 00:00","September 17, 2022, 23:59",16 days
680,CEBAN,ANGPAOCEBAN,121,"1,000","February 25, 2021, 00:00","March 10, 2021, 23:59",13 days
758,test biller,testtest1234,0,10,"January 24, 2022, 00:00","January 25, 2022, 23:59",1 days
592,CEBAN,CEBANTAGIHAN02,497,500,"February 25, 2020, 00:00","March 10, 2020, 23:59",14 days
459,DOKU TELKOMSEL,TELKOMSEL10,25,"2,000","December 11, 2018, 00:00","December 31, 2018, 23:59",20 days
782,CEBAN,CEBANGAMESMEI55,604,750,"May 25, 2022, 00:00","June 10, 2022, 23:59",16 days
927,DOKU SOBAT PEJUANG,GARUDAPEJUANG1,0,25,"August 17, 2024, 00:00","September 17, 2024, 23:59",31 days
753,LORDOKU,GOCLORDOKU,0,500,"December 27, 2021, 00:00","January 10, 2022, 23:59",14 days
89,SUKA CENTURY,SUKACENTURY,297,500,"May 24, 2016, 00:00","July 31, 2016, 23:59",68 days
880,TDIF,TDIFCODA10,160,"1,500","September 22, 2023, 00:00","October 10, 2023, 23:59",18 days
79,test tauzia group,T1000,1,12,"May 13, 2016, 00:00","May 17, 2016, 23:59",4 days
277,Pasar GENIT x bonusDOKU - K24,BONUSK24,0,50,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
232,PulsaDOKU - KAI,PAKEDOKUKATF,103,200,"July 26, 2017, 00:00","August 31, 2017, 23:59",36 days
451,BIGO PROMO ,BIGO10,331,"1,000","November 19, 2018, 00:00","December 19, 2018, 23:59",30 days
722,CEBAN,CEBANPULSA99,18,500,"September 25, 2021, 00:00","October 10, 2021, 23:59",15 days
903,CEBAN,CEBANCODA24,"1,301","1,500","February 25, 2024, 00:00","March 10, 2024, 23:59",14 days
822,KAMSIADOKU,K24CNY,0,200,"January 20, 2023, 00:00","February 20, 2023, 23:59",31 days
156,EZY TOP UP 02,EZYTOPUP200,5,250,"October 17, 2016, 00:00","November 17, 2016, 23:59",31 days
612,HAPPYDIRUMAH,CAKDANHAPPYDIRUMAH,0,50,"March 27, 2020, 00:00","April 13, 2020, 23:59",17 days
811,testing,testi123,0,100,"October 17, 2022, 00:00","October 18, 2022, 23:59",1 days
455,CEBAN NOVEMBER,MOVIECEBAN11,0,300,"November 25, 2018, 00:00","December 10, 2018, 23:59",15 days
843,BAROKAH RAMADAN,RAMADANHOOPS,0,100,"March 22, 2023, 00:00","April 10, 2023, 23:59",19 days
306,Jakcloth Citilink,JAKCLOTHCITILINK,0,100,"December 6, 2017, 00:00","December 31, 2017, 23:59",25 days
229,PDPJuli - Listrik,LISTRIKJULI,496,500,"July 24, 2017, 00:00","August 31, 2017, 23:59",38 days
551,DOKU CEBAN,PULSA1010,497,500,"October 25, 2019, 00:00","November 10, 2019, 23:59",16 days
348,SPOTIFY CEBAN FEBUARY,SPOTIFYCEBANLAGI,15,500,"February 25, 2018, 00:00","March 5, 2018, 23:59",8 days
53,RAILINK TEST2,MILA100,0,10,"February 19, 2016, 00:00","February 22, 2016, 23:59",3 days
285,Pasar GENIT x bonusDOKU - BODYSHOP,BONUSBODYSHOP,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
519,DOKU CEBAN,CEBANMUSIC6,34,250,"June 25, 2019, 00:00","July 10, 2019, 23:59",15 days
802,PROMO DOKU,DOKUBALIZOO,0,100,"September 1, 2022, 00:00","September 17, 2022, 23:59",16 days
691,RAZER GOLD,RAZERGOLDOKU,500,500,"March 26, 2021, 00:00","April 26, 2021, 23:59",31 days
686,DOKU CEBAN,TAGIHANYACEBAN,746,750,"March 25, 2021, 00:00","April 10, 2021, 23:59",16 days
900,CEBAN,CEBANTAGIHAN24,"1,500","1,500","February 25, 2024, 00:00","March 10, 2024, 23:59",14 days
878,CEBAN,CEBANGOCOCT10,719,750,"September 25, 2023, 00:00","October 10, 2023, 23:59",15 days
274,Pasar GENIT x bonusDOKU - Jansport,BONUSJANSPORT,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
32,TestPromo,TestPromo,1,2,"January 6, 2016, 00:00","January 6, 2016, 23:59",0 days
754,LORDOKU,GOCLORDOKU1,0,500,"December 27, 2021, 00:00","January 10, 2022, 23:59",14 days
853,CEBAN,CEBANGOCJUNI,750,750,"May 25, 2023, 00:00","June 10, 2023, 23:59",16 days
738,isomen,BUMAMEDOKU,4,250,"November 15, 2021, 00:00","December 15, 2021, 23:59",30 days
545,test,test123,0,1,"September 20, 2019, 00:00","September 21, 2019, 23:59",1 days
35,PROMOTEST1,promotest1,0,7,"January 27, 2016, 00:00","January 28, 2016, 23:59",1 days
252,Bonus Travel,BONUSTRAVEL,0,500,"August 15, 2017, 00:00","September 30, 2017, 23:59",46 days
730,testisomen,test12345678,0,20,"October 6, 2021, 00:00","October 8, 2021, 23:59",2 days
614,HAPPYDIRUMAH,test1,0,5,"March 27, 2020, 00:00","April 13, 2020, 23:59",17 days
12,VOUCHER1,VOUCHER1,0,2,"December 30, 2015, 00:00","December 30, 2015, 23:59",0 days
564,DOKU CEBAN,CEBANMOVIE11,9,250,"November 25, 2019, 00:00","December 10, 2019, 23:59",15 days
877,CEBAN,CEBANCODAOCT10,659,750,"September 25, 2023, 00:00","October 10, 2023, 23:59",15 days
195,SMARKDOKU,SMARKDOKU,0,500,"April 1, 2017, 00:00","June 30, 2017, 23:59",90 days
83,test marcell 3,TA300,0,2,"May 16, 2016, 00:00","May 17, 2016, 23:59",1 days
934,CEBAN,CEBANBILLER009,127,"1,500","September 25, 2024, 00:00","October 10, 2024, 23:59",15 days
54,test pulsa XL 1,TPXL1,0,10,"March 10, 2016, 00:00","March 12, 2016, 23:59",2 days
837,BAROKAH RAMADAN,MARHABANYAUNIPIN,999,"1,000","March 22, 2023, 00:00","April 21, 2023, 23:59",30 days
531,DOKU CEBAN,CEBANMOVIE7,0,500,"July 25, 2019, 00:00","August 10, 2019, 23:59",16 days
20,Promootesregdate,Promootesregdate,1,3,"December 31, 2015, 00:00","January 9, 2016, 23:59",9 days
436,CEBAN SEPTEMBER,CEBANMUSIC,73,300,"September 25, 2018, 00:00","October 10, 2018, 23:59",15 days
642,CEBAN,CEBANMUSIC07,9,250,"May 25, 2020, 00:00","June 10, 2020, 23:59",16 days
341,test sinta ,DOKUSINTA2,0,1,"February 23, 2018, 00:00","February 24, 2018, 23:59",1 days
371,CEBAN APRIL GENFLIX,GENFLIXCEBAN4,0,100,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
536,GOBAN,TAGIHANGOBAN,187,250,"August 26, 2019, 00:00","August 31, 2019, 23:59",5 days
659,CEBAN,CEBANTAGIHAN100,494,500,"September 25, 2020, 00:00","October 10, 2020, 23:59",15 days
804,CEBAN,MABARENGDOKU,"1,500","1,500","September 25, 2022, 00:00","October 10, 2022, 23:59",15 days
789,CEBAN,CEBANGAME8,498,500,"July 25, 2022, 00:00","August 10, 2022, 23:59",16 days
372,GTUNES CEBAN APRIL,GTUNESCEBAN4,0,100,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
671,test campaign nonton,test123456,0,100,"November 30, 2020, 00:00","December 1, 2020, 23:59",1 days
154,EZY TOP UP 2,EZYTOPUP20,3,250,"October 17, 2016, 00:00","November 17, 2016, 23:59",31 days
370,SPOTIFY CEBAN APRIL,SPOTIFYCEBAN4,41,100,"April 25, 2018, 00:00","May 5, 2018, 23:59",10 days
77,ALTHEA,BEAUTY,500,500,"May 4, 2016, 00:00","December 31, 2016, 23:59",241 days
697,CEBAN,CEBANTAGIHAPRIL,750,750,"April 25, 2021, 00:00","May 10, 2021, 23:59",15 days
28,PROMOCODE6,PROMOCODE6,1,2,"January 6, 2016, 00:00","January 6, 2016, 23:59",0 days
86,test althea 3,AIR50,0,1,"May 17, 2016, 00:00","May 18, 2016, 23:59",1 days
749,test campaign 1,testtest,0,10,"December 24, 2021, 00:00","December 25, 2021, 23:59",1 days
243,testcinemaxx,lk21,0,50,"August 15, 2017, 00:00","August 17, 2017, 23:59",2 days
289,Pasar GENIT x bonusDOKU - The Body Shop,BONUSTBS,3,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
779,CEBAN,TAGIHANCEBANMEI05,0,"1,500","May 25, 2022, 00:00","June 10, 2022, 23:59",16 days
314,Harbolnas Alfa ,DOKUALFA1212,0,100,"December 12, 2017, 00:00","December 31, 2017, 23:59",19 days
830,test bittime 2,testlagi10,0,10,"February 14, 2023, 00:00","February 15, 2023, 23:59",1 days
875,CEBAN,CEBANBILLEROCT001,"1,492","1,500","September 25, 2023, 00:00","October 10, 2023, 23:59",15 days
890,CEBAN,DECEMBERJEMPOLANUNIPIN,700,750,"November 25, 2023, 00:00","December 10, 2023, 23:59",15 days
628,CEBAN APRIL,CEBANPULSA04,0,500,"April 25, 2020, 00:00","May 10, 2020, 23:59",15 days
650,CEBAN,CEBANTAGIHAN08,500,500,"July 25, 2020, 00:00","August 10, 2020, 23:59",16 days
675,CEBAN,CEBANONTON1,0,500,"January 25, 2021, 00:00","February 10, 2021, 23:59",16 days
74,PROMO RAILINK,BANGKOK,20,"2,000","April 20, 2016, 00:00","July 31, 2016, 23:59",102 days
461,CEBAN DESEMBER,PULSACEBAN12,466,500,"December 25, 2018, 00:00","January 10, 2019, 23:59",16 days
282,Pasar GENIT x bonusDOKU - JATIMPARK,BONUSJATIMPARK,0,100,"October 27, 2017, 00:00","December 5, 2017, 23:59",39 days
605,HAPPYDIRUMAH,HappyUnipin,0,"1,000","March 27, 2020, 00:00","April 20, 2020, 23:59",24 days
22,PROMOOCODE1,PROMOOCODE1,2,2,"January 4, 2016, 00:00","January 3, 2016, 23:59",0 days
838,BAROKAH RAMADAN,RAMADANRAILINK,0,100,"March 22, 2023, 00:00","April 30, 2023, 23:59",39 days
193,SMARK DOKU,SMARKDOKUPEDASTEST,0,500,"March 31, 2017, 00:00","May 31, 2017, 23:59",61 days
681,CEBAN,ANGPAOCEBANTAGIHAN,496,500,"February 25, 2021, 00:00","March 10, 2021, 23:59",13 days
833,CEBAN,CEBANGAMESTIGA,"1,498","1,500","February 25, 2023, 00:00","March 10, 2023, 23:59",13 days
855,CEBAN,CEBANBILLERJULI7,"1,459","1,500","June 25, 2023, 00:00","July 10, 2023, 23:59",15 days
242,cinemaxtest,testcode21,0,5,"August 14, 2017, 00:00","August 17, 2017, 23:59",3 days
176,CODA Valentine 3,DOKUCODA90,4,500,"February 10, 2017, 00:00","February 19, 2017, 23:59",9 days
434,CEBAN SEPTEMBER ,TAGIHANCEBAN9,392,500,"September 25, 2018, 00:00","October 10, 2018, 23:59",15 days
767,CEBAN,CEBANMUSICMARET03,2,250,"February 25, 2022, 00:00","March 10, 2022, 23:59",13 days
576,ANGPAO DOKU 2020,ANGPAOSRIWIJAYA,73,500,"January 20, 2020, 00:00","March 10, 2020, 23:59",50 days
866,TDIF,TDIFLEVIS23,0,100,"August 11, 2023, 00:00","August 20, 2023, 23:59",9 days
209,DIORAMA 25K,DIORAMA25,74,"1,500","June 7, 2017, 00:00","June 30, 2017, 23:59",23 days
